"boot_iter","target_corr_kendall","dataset","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
10,-1,"ChickWeight_df","quantile_8","t",0.0328719723183392,0.0224913494809689,0.0328719723183391,0.0224913494809689,0.127760283840791,1.45976660560418,0.940298389452944,0.137063387749695
1,-1,"diamonds_df","quantile_8","t",0.0186,0.021,0.0186,0.021,0.694391626666667,0.714229386666664,0.0172828576213417,34.5080826739745
2,-1,"diamonds_df","quantile_8","t",0.0198,0.0104,0.0198,0.0104,0.75847826666666,0.117282906666666,0.0502326830173145,32.8803552115494
3,-1,"diamonds_df","quantile_8","t",0.0208,0.0188,0.0208,0.0188,0.664550026666664,0.33614122666666,0.0634719421269718,33.6796777536998
4,-1,"diamonds_df","quantile_8","t",0.0234,0.0312,0.0234,0.0311999999999999,2.35535874666667,1.36612666666667,0.0625212567763788,34.2818779761109
5,-1,"diamonds_df","quantile_8","t",0.0238,0.0165999999999999,0.0238,0.0166,2.11188898666665,0.235516746666665,0.0612987152720707,31.5860875285968
6,-1,"diamonds_df","quantile_8","t",0.0114000000000001,0.0082000000000001,0.0114,0.0082,1.13784634666666,0.0428056266666669,0.0611210736658063,32.5285102115839
7,-1,"diamonds_df","quantile_8","t",0.0234,0.02,0.0234,0.02,2.30841922666665,0.264324346666658,0.0613724316269154,32.1776894952178
8,-1,"diamonds_df","quantile_8","t",0.0192,0.013,0.0192,0.013,0.675038666666667,0.154125466666666,0.0661185034650865,36.9407847245789
9,-1,"diamonds_df","quantile_8","t",0.0194,0.0154,0.0194,0.0154,0.632236826666663,0.153911466666666,0.018507907069427,33.3566994965963
10,-1,"diamonds_df","quantile_8","t",0.0128,0.0114000000000001,0.0128,0.0114,1.34925370666665,0.108462586666667,0.0625373286349225,34.440275514616
1,-1,"trees_df","poly","gaussian",0.193548387096774,0.161290322580645,0.193548387096774,0.161290322580645,0.272979535206382,0.14602844259452,0.230467228152135,0.0645408394768074
2,-1,"trees_df","poly","gaussian",0.225806451612903,0.193548387096774,0.225806451612903,0.193548387096774,0.414498785986819,0.258411377037808,0.0604301890568823,0.0509710545973952
3,-1,"trees_df","poly","gaussian",0.258064516129032,0.225806451612903,0.258064516129032,0.225806451612903,0.304197016996184,0.610128338536247,0.0279489095894172,0.314446089366271
4,-1,"trees_df","poly","gaussian",0.225806451612903,0.161290322580645,0.225806451612903,0.161290322580645,0.485258411377038,0.10440513354145,0.361848128942454,0.0769175530330304
5,-1,"trees_df","poly","gaussian",0.387096774193548,0.129032258064516,0.387096774193548,0.129032258064516,1.24696496704821,0.125216788067985,0.0321155563434205,0.0967081862229638
6,-1,"trees_df","poly","gaussian",0.161290322580645,0.258064516129032,0.161290322580645,0.258064516129032,0.127297953520638,0.595560180367673,0.0268862785601611,0.0494072300760374
7,-1,"trees_df","poly","gaussian",0.258064516129032,0.193548387096774,0.258064516129032,0.193548387096774,0.293791189732917,0.214706902532085,0.0237688637695289,0.0482730538168344
8,-1,"trees_df","poly","gaussian",0.32258064516129,0.258064516129032,0.32258064516129,0.258064516129032,0.662157474852584,0.318765175164759,0.11309238902944,0.0764005649964757
9,-1,"trees_df","poly","gaussian",0.258064516129032,0.354838709677419,0.258064516129032,0.354838709677419,0.387443635102324,1.0867152271939,0.0213737756735534,0.26252821839292
10,-1,"trees_df","poly","gaussian",0.354838709677419,0.32258064516129,0.354838709677419,0.32258064516129,1.14290669441554,0.7911897329171,0.175797769479203,0.195965702916978
1,-1,"mtcars_df","poly","gaussian",0.1875,0.15625,0.1875,0.15625,0.197916666666667,0.139322916666667,0.0374602356071944,1.48970508964856
2,-1,"mtcars_df","poly","gaussian",0.21875,0.1875,0.21875,0.1875,0.389322916666667,0.127604166666667,0.677718044085974,3.76427759381785
3,-1,"mtcars_df","poly","gaussian",0.125,0.3125,0.125,0.3125,0.141276041666667,0.754557291666667,0.258664501765262,18.1652168689085
4,-1,"mtcars_df","poly","gaussian",0.15625,0.125,0.15625,0.125,0.119791666666667,0.102213541666667,0.0329358451191286,0.539282102012877
5,-1,"mtcars_df","poly","gaussian",0.1875,0.15625,0.1875,0.15625,0.223307291666667,0.178385416666667,1.75212674285482,10.0850561140733
6,-1,"mtcars_df","poly","gaussian",0.125,0.3125,0.125,0.3125,0.106119791666667,0.444010416666667,0.029486020403643,0.605527039781634
7,-1,"mtcars_df","poly","gaussian",0.15625,0.1875,0.15625,0.1875,0.180338541666667,0.209635416666667,0.0644797247270666,0.909894770101881
8,-1,"mtcars_df","poly","gaussian",0.15625,0.15625,0.15625,0.15625,0.0983072916666667,0.129557291666667,0.0581999883305818,0.327808556288682
9,-1,"mtcars_df","poly","gaussian",0.21875,0.21875,0.21875,0.21875,0.412760416666667,0.322916666666667,0.943101259562284,0.387328100494596
10,-1,"mtcars_df","poly","gaussian",0.1875,0.1875,0.1875,0.1875,0.225260416666667,0.199869791666667,0.0929200457654,1.32794510369211
1,-1,"swiss_df","poly","gaussian",0.127659574468085,0.234042553191489,0.127659574468085,0.234042553191489,0.112117096725517,0.751320356118908,0.630898065152044,0.0671651753599863
2,-1,"swiss_df","poly","gaussian",0.127659574468085,0.148936170212766,0.127659574468085,0.148936170212766,0.122981741361099,0.19360193149238,0.181717392589982,0.468859132982135
3,-1,"swiss_df","poly","gaussian",0.106382978723404,0.170212765957447,0.106382978723404,0.170212765957447,0.0677531311302248,0.291383733212615,0.317542128909272,0.137491367122337
4,-1,"swiss_df","poly","gaussian",0.234042553191489,0.0851063829787234,0.234042553191489,0.0851063829787234,0.614606911121171,0.0605100347065037,0.150742013834483,0.172037695039094
5,-1,"swiss_df","poly","gaussian",0.148936170212766,0.0851063829787234,0.148936170212766,0.0851063829787234,0.206277350233892,0.103063226195865,0.149883847936633,0.0564281844555929
6,-1,"swiss_df","poly","gaussian",0.170212765957447,0.170212765957447,0.170212765957447,0.170212765957447,0.278708314471103,0.289572959106685,0.205543006357899,0.198189337589617
7,-1,"swiss_df","poly","gaussian",0.170212765957447,0.0851063829787234,0.170212765957447,0.0851063829787234,0.233438961822846,0.074996227553946,0.33202884811076,0.127497595356274
8,-1,"swiss_df","poly","gaussian",0.170212765957447,0.191489361702128,0.170212765957447,0.191489361702128,0.176399577486042,0.309491474271918,0.178399320548281,0.609283160219429
9,-1,"swiss_df","poly","gaussian",0.148936170212766,0.276595744680851,0.148936170212766,0.276595744680851,0.240682058246567,0.866304511845481,0.0636361116652157,0.0736741777317202
10,-1,"swiss_df","poly","gaussian",0.212765957446809,0.234042553191489,0.212765957446809,0.234042553191489,0.73411800211257,0.522257431718726,0.188317007347436,0.123559533520099
