"","n","target_corr_kendall","distribution_1","distribution_2","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
"D...13538",1000,0.2,"student_t","normal","quantile_1","t",0.0263,0.03226,0.0242100000000028,0.0279100000000077,0.118274602333333,0.142208073133333,0.698989400445896,0.0228136938078158
"D...13539",1000,0.2,"student_t","normal","quantile_4","gaussian",0.0509,0.01962,0.055789999999971,0.0209499999999808,0.466595866333333,0.0646586870333334,0.414904914328839,0.0257311182880665
"D...13540",1000,0.2,"student_t","normal","quantile_4","t",0.05845,0.0222599999999999,0.0588300000000274,0.0197399999999884,0.885713044233333,0.0358848492333333,0.372515062816164,0.0361133206281115
"D...13541",1000,0.2,"student_t","normal","quantile_7","gaussian",0.04927,0.03557,0.0478400000000113,0.0381700000000078,0.497840565933333,0.239210669733333,2.52462867100625,0.0219237458806068
"D...13542",1000,0.2,"student_t","normal","quantile_7","t",0.03669,0.03959,0.0372299999999765,0.0407499999999871,0.197452714433334,0.499436155433333,0.729155339552962,0.0276368532257527
"D...13543",1000,0.2,"student_t","normal","quantile_8","gaussian",0.03825,0.04701,0.0398400000000125,0.0453099999999743,0.448689224533333,0.520056608333333,0.922953965256686,0.0101812354054477
"D...13544",1000,0.2,"student_t","normal","quantile_8","t",0.04368,0.05474,0.0437899999999916,0.054279999999975,0.343200027033333,0.731128515633333,1.44336532228248,0.01437079767131
"D...13545",1000,0.2,"student_t","normal","poly","gaussian",0.09611,0.0691,0.0978999999999904,0.0698100000000141,1.56559009563333,1.19217505933333,0.0457644937492626,0.00734128077458752
"D...13546",1000,0.2,"student_t","normal","poly","t",0.11521,0.04754,0.11304999999998,0.0493099999999412,1.78184342043333,0.582166841033334,0.0757907953096683,0.00588357259007068
"D...13547",1000,0.2,"student_t","normal","akima","gaussian",0.0350499999999999,0.04763,0.0362899999999821,0.0454100000000109,0.163620591833333,0.601791199433333,5.00822574724306,0.0150048263230959
"D...13548",1000,0.2,"student_t","normal","akima","t",0.02703,0.02527,0.0267700000000074,0.024330000000006,0.0677886819333333,0.0892831240333334,0.43873696946018,0.0347610670426177
"D...13549",1000,0.2,"student_t","exponential","quantile_1","gaussian",0.03248,0.02825,0.0331699999999783,0.0257600000000151,0.230206008733333,0.165591547633333,0.749454805608636,0.0305079058439377
"D...13550",1000,0.2,"student_t","exponential","quantile_1","t",0.05272,0.02604,0.048439999999939,0.0262299999999859,0.576670313333334,0.106744448933333,0.469032762705045,0.0520286381750871
"D...13551",1000,0.2,"student_t","exponential","quantile_4","gaussian",0.04457,0.03363,0.0466299999999997,0.0345299999999987,0.328646145033334,0.187548301833333,0.361400265699125,0.0200463370943372
"D...13552",1000,0.2,"student_t","exponential","quantile_4","t",0.04608,0.0379,0.0460400000000014,0.0371000000000034,0.627942225133333,0.332038049233333,0.789534446213021,0.0756739111282427
"D...13553",1000,0.2,"student_t","exponential","quantile_7","gaussian",0.04338,0.03774,0.0455799999999934,0.041309999999983,0.275685625033333,0.446105319833333,0.534810362016065,0.0409264899997615
"D...13554",1000,0.2,"student_t","exponential","quantile_7","t",0.03988,0.03525,0.0406399999999984,0.0345899999999904,0.191357815033333,0.336843205133334,0.621432275400192,0.0254011952962811
"D...13555",1000,0.2,"student_t","exponential","quantile_8","gaussian",0.0613199999999999,0.0434,0.0590099999999689,0.0470999999999935,1.13322820313333,0.504331031933333,0.418741966654815,0.020494312281107
"D...13556",1000,0.2,"student_t","exponential","quantile_8","t",0.03847,0.02542,0.0366399999999903,0.0274199999999756,0.258115017133333,0.112221724233333,0.562117241029799,0.0424031842103249
"D...13557",1000,0.2,"student_t","exponential","poly","gaussian",0.07396,0.03356,0.0724299999999549,0.0316999999999837,0.883104013633332,0.123889985033333,0.0868454707908507,0.0111841284340893
"D...13558",1000,0.2,"student_t","exponential","poly","t",0.10416,0.04543,0.107150000000003,0.0533099999999846,1.52276358983333,0.455466186233333,0.08478549082832,0.0183813793806926
"D...13559",1000,0.2,"student_t","exponential","akima","gaussian",0.02569,0.0527,0.027119999999995,0.0540400000000035,0.133974256933333,0.457117712433333,1.14850447960075,0.0400039109264903
"D...13560",1000,0.2,"student_t","exponential","akima","t",0.04782,0.0452699999999999,0.0477800000000092,0.0455199999999548,0.271216222933333,0.568348135533334,4.44532650396091,0.0996769535284134
"D...13561",1000,0.2,"student_t","uniform","quantile_1","gaussian",0.03848,0.05158,0.0393100000000102,0.0526600000000261,0.249058583633333,0.400867048233334,0.54000184689478,0.00100188611009436
"D...13562",1000,0.2,"student_t","uniform","quantile_1","t",0.04177,0.02939,0.0440100000000051,0.0319199999999822,0.246406909833333,0.111927662933333,0.293788763006585,0.00102373569088739
"D...13563",1000,0.2,"student_t","uniform","quantile_4","gaussian",0.0359499999999999,0.05677,0.0354700000000185,0.0580799999999391,0.182508145033334,0.896966648733334,1.29967822562132,0.000800639896398086
"D...13564",1000,0.2,"student_t","uniform","quantile_4","t",0.0640700000000001,0.02773,0.0625100000000291,0.0264499999999846,0.881428128633334,0.0969970901333335,0.427946813823803,0.000813249809085922
"D...13565",1000,0.2,"student_t","uniform","quantile_7","gaussian",0.02179,0.0436799999999999,0.0208399999999816,0.0439599999999835,0.0811075511333333,0.533123658133333,2.80308401912076,0.000989658310631421
"D...13566",1000,0.2,"student_t","uniform","quantile_7","t",0.03914,0.03229,0.0393300000000038,0.0335799999999944,0.353715113833334,0.175093695133333,1.93296804579444,0.000932241482594178
"D...13567",1000,0.2,"student_t","uniform","quantile_8","gaussian",0.0283800000000001,0.06664,0.0267100000000285,0.0662999999999584,0.176170475133333,1.13690967753333,1.30032662881551,0.000819478941815591
"D...13568",1000,0.2,"student_t","uniform","quantile_8","t",0.02766,0.05466,0.0271999999999947,0.054540000000001,0.0905504286333333,0.435958849333333,0.396093211743038,0.00080356191209039
"D...13569",1000,0.2,"student_t","uniform","poly","gaussian",0.07232,0.0253099999999999,0.0709900000000546,0.0232699999999842,1.21117401253333,0.108137833833333,0.0577485389566057,0.000088904215080986
"D...13570",1000,0.2,"student_t","uniform","poly","t",0.07721,0.02545,0.0758300000000273,0.0261799999999954,0.941990808833333,0.137288583933333,0.0770812835857795,0.000125742382935396
"D...13571",1000,0.2,"student_t","uniform","akima","gaussian",0.04158,0.02751,0.045000000000009,0.0298200000000144,0.206603416433333,0.136698583333333,0.521498344373331,0.000844075138888928
"D...13572",1000,0.2,"student_t","uniform","akima","t",0.0442199999999999,0.05352,0.0426099999999888,0.0568800000000677,0.230468887533333,0.589076678433334,1.38329531468666,0.0008865161588128
"D...13573",1000,0.2,"student_t","log_normal","quantile_1","gaussian",0.06326,0.02691,0.0604500000000873,0.0279000000000219,1.26806016353333,0.140743294633333,0.97315732259583,0.145860928063642
"D...13574",1000,0.2,"student_t","log_normal","quantile_1","t",0.03207,0.04129,0.0328899999999779,0.043280000000006,0.307838953233334,0.288417984633333,0.965912424153193,0.439951439494163
"D...13575",1000,0.2,"student_t","log_normal","quantile_4","gaussian",0.03599,0.04991,0.0362700000000099,0.0526500000000163,0.340834692433333,0.599711961633334,0.299522274563839,0.804676131280168
"D...13576",1000,0.2,"student_t","log_normal","quantile_4","t",0.04791,0.02896,0.0460900000000016,0.0299599999999709,0.429441650333333,0.135259295033333,0.180738345325523,0.0845823224761609
"D...13577",1000,0.2,"student_t","log_normal","quantile_7","gaussian",0.04709,0.04394,0.042160000000016,0.0442600000000162,0.298995004533333,0.225623885633334,1.03875289939082,0.270647285488003
"D...13578",1000,0.2,"student_t","log_normal","quantile_7","t",0.02593,0.04041,0.0264999999999869,0.0395199999999892,0.104099560533333,0.329565163533334,0.62246064831245,0.123594643389356
"D...13579",1000,0.2,"student_t","log_normal","quantile_8","gaussian",0.05307,0.03979,0.0532800000000167,0.0386899999999812,0.836718689833334,0.268196853333334,0.503586149006791,0.183108642544066
"D...13580",1000,0.2,"student_t","log_normal","quantile_8","t",0.0431,0.02636,0.0439600000000067,0.0237199999999801,0.433738279633333,0.0933579835333334,0.75874419368781,0.177263446557831
"D...13581",1000,0.2,"student_t","log_normal","poly","gaussian",0.0906,0.07982,0.087680000000005,0.0790800000000052,1.17080763143333,0.913473483533334,0.0537375363116749,0.0561740002048512
"D...13582",1000,0.2,"student_t","log_normal","poly","t",0.08172,0.08074,0.0845499999999714,0.0792200000000214,1.14787079253333,1.30778106353333,0.0836165792404321,0.0514581124709552
"D...13583",1000,0.2,"student_t","log_normal","akima","gaussian",0.03613,0.0375099999999999,0.037059999999986,0.033180000000014,0.334204617433334,0.168447494233334,2.76615905581054,1.2658695116899
"D...13584",1000,0.2,"student_t","log_normal","akima","t",0.03334,0.0392300000000001,0.0337399999999733,0.0401500000000067,0.200749134733334,0.309641305533334,2.10818945283519,0.183078057494094
"D...13585",1000,0.2,"student_t","beta","quantile_1","gaussian",0.03362,0.04308,0.0324700000000108,0.0438200000000051,0.173834602433333,0.444088413533333,0.651680663025234,0.00237735140783334
"D...13586",1000,0.2,"student_t","beta","quantile_1","t",0.04365,0.05026,0.0455299999999984,0.0506100000000037,0.275015067933333,0.671561598933333,3.37601861312298,0.00343492427093463
"D...13587",1000,0.2,"student_t","beta","quantile_4","gaussian",0.02225,0.02782,0.0287399999999876,0.0298500000000151,0.117216844833333,0.158523255033333,0.703369071963603,0.00201206297032936
"D...13588",1000,0.2,"student_t","beta","quantile_4","t",0.03904,0.0255099999999999,0.0411099999999974,0.0251900000000244,0.287743023533333,0.101367533133333,0.990884026675788,0.00487480171648364
"D...13589",1000,0.2,"student_t","beta","quantile_7","gaussian",0.0437,0.03242,0.04492,0.0328599999999751,0.268397088233333,0.172766862633333,0.433627377319439,0.00176673739118766
"D...13590",1000,0.2,"student_t","beta","quantile_7","t",0.0383100000000001,0.03045,0.0359800000000174,0.028770000000021,0.179643451833334,0.219539054933333,0.609843050227898,0.00186668438760057
"D...13591",1000,0.2,"student_t","beta","quantile_8","gaussian",0.05,0.04214,0.0514700000000019,0.0431999999999974,0.743598566833332,0.423732888733333,0.383940717054958,0.00205226141837155
"D...13592",1000,0.2,"student_t","beta","quantile_8","t",0.0375,0.04642,0.0386799999999851,0.0444299999999952,0.292359748233333,0.302796737233334,0.185900998947201,0.00207536962712188
"D...13593",1000,0.2,"student_t","beta","poly","gaussian",0.11081,0.0287499999999999,0.111670000000013,0.028900000000017,1.61312697783333,0.215880296333333,0.0617144811810421,0.000930148766435491
"D...13594",1000,0.2,"student_t","beta","poly","t",0.05714,0.02645,0.0635700000000186,0.0245700000000056,0.369259137733333,0.0685548421333334,0.118213320833321,0.000886574613845024
"D...13595",1000,0.2,"student_t","beta","akima","gaussian",0.0342,0.03186,0.033920000000005,0.0308500000000276,0.172543886233333,0.122578803633333,1.26233963211449,0.00297239188815987
"D...13596",1000,0.2,"student_t","beta","akima","t",0.03488,0.0612,0.0364799999999747,0.0617800000000643,0.179273295433333,0.757354721133334,0.565486381977129,0.00256712450820828
"D...13597",1000,0.2,"student_t","student_t","quantile_1","gaussian",0.0268,0.02248,0.029459999999978,0.0211600000000074,0.146652357133333,0.0703580690333332,2.57964130469634,0.295942857047571
"D...13598",1000,0.2,"student_t","student_t","quantile_1","t",0.04414,0.0316000000000001,0.0445300000000092,0.0299399999999738,0.401519384133334,0.175088007933333,0.390721641999742,0.756862833163304
"D...13599",1000,0.2,"student_t","student_t","quantile_4","gaussian",0.04444,0.06386,0.0463299999999782,0.0583299999999956,0.422205080333332,0.490858722133333,0.541197584383635,0.747360439683227
"D...13600",1000,0.2,"student_t","student_t","quantile_4","t",0.0263,0.06534,0.0273999999999736,0.0618399999999655,0.158606976633333,1.30165150003334,2.27711620528119,1.36409080303434
"D...13601",1000,0.2,"student_t","student_t","quantile_7","gaussian",0.03569,0.04962,0.0361799999999847,0.0507500000000516,0.241934336433333,0.584200287233333,0.307186052755795,0.673237613868542
"D...13602",1000,0.2,"student_t","student_t","quantile_7","t",0.03452,0.03157,0.0331400000000225,0.0309099999999755,0.146028112733333,0.211206466633333,6.02077629576008,0.265406002742477
"D...13603",1000,0.2,"student_t","student_t","quantile_8","gaussian",0.02418,0.04328,0.0246099999999885,0.0432300000000181,0.0660852737333335,0.366801260333333,0.647331116135253,0.326148274588195
"D...13604",1000,0.2,"student_t","student_t","quantile_8","t",0.03227,0.0278,0.0314099999999911,0.0266700000000138,0.204073995133333,0.0979563239333331,4.77584169352754,0.64776814593608
"D...13605",1000,0.2,"student_t","student_t","poly","gaussian",0.09136,0.077,0.0889899999999615,0.0772499999999493,1.33427125693333,1.07636861043333,0.060235356137883,0.070709367399906
"D...13606",1000,0.2,"student_t","student_t","poly","t",0.08057,0.07101,0.0797800000000413,0.0754299999999964,1.06790519653333,0.656028736833333,0.088565518695559,0.107715228444722
"D...13607",1000,0.2,"student_t","student_t","akima","gaussian",0.05408,0.0401,0.0525699999999289,0.0416900000000075,1.05846688843333,0.271885791633333,0.316444467828492,0.453559017976707
"D...13608",1000,0.2,"student_t","student_t","akima","t",0.05084,0.0628799999999999,0.053140000000006,0.0632299999999874,0.373591620733333,0.660702815033334,1.41295366803908,0.827004243507864
"D...13609",1000,0.2,"student_t","mixture1","quantile_1","gaussian",0.0460699999999999,0.05328,0.0419000000000123,0.0502700000000562,0.356311314733333,0.591970120833333,0.481548010209542,0.0184073691042582
"D...13610",1000,0.2,"student_t","mixture1","quantile_1","t",0.0349200000000001,0.0392,0.0360800000000086,0.0393599999999906,0.283295938333333,0.231784819933333,0.329497512337588,0.0318260526868017
"D...13611",1000,0.2,"student_t","mixture1","quantile_4","gaussian",0.0277000000000001,0.03121,0.0284599999999716,0.030550000000002,0.143234129333333,0.166160552233333,1.80155520414927,0.0170687226396516
"D...13612",1000,0.2,"student_t","mixture1","quantile_4","t",0.02567,0.0697699999999999,0.0279199999999808,0.0681100000000075,0.135871498533333,1.22835414983333,0.298023473963126,0.0255907150996952
"D...13613",1000,0.2,"student_t","mixture1","quantile_7","gaussian",0.04115,0.06556,0.0420600000000142,0.0673400000000148,0.347308339833333,1.23259502503333,0.35168842089849,0.0382185298687407
"D...13614",1000,0.2,"student_t","mixture1","quantile_7","t",0.03784,0.05407,0.0377900000000039,0.0503100000000102,0.278031011833333,0.399340858933333,0.176123255605835,0.024497431124664
"D...13615",1000,0.2,"student_t","mixture1","quantile_8","gaussian",0.05851,0.03801,0.0566299999999534,0.0395199999999936,0.772719559133333,0.483768155133333,0.636760833769453,0.0228092559279317
"D...13616",1000,0.2,"student_t","mixture1","quantile_8","t",0.04021,0.02881,0.0394899999999935,0.0282099999999902,0.215396403233334,0.128689181433333,0.732146998913804,0.0260001626678282
"D...13617",1000,0.2,"student_t","mixture1","poly","gaussian",0.07079,0.0526099999999999,0.0715100000000207,0.0530800000000097,0.700976249033335,0.397244828833333,0.148708090279805,0.010731064054044
"D...13618",1000,0.2,"student_t","mixture1","poly","t",0.06757,0.04745,0.0655500000000111,0.0479500000000411,0.413338521933333,0.496847452433334,0.126917822271221,0.0100544642691318
"D...13619",1000,0.2,"student_t","mixture1","akima","gaussian",0.03354,0.02379,0.0324099999999822,0.0245699999999855,0.165798958233333,0.0702499712333334,0.665843140308676,0.043880674121497
"D...13620",1000,0.2,"student_t","mixture1","akima","t",0.02194,0.04883,0.022169999999994,0.0496399999999717,0.0752968579333334,0.630549470833334,2.86129694382517,0.0244035427357451
"D...13621",1000,0.2,"student_t","mixture2","quantile_1","gaussian",0.03738,0.04413,0.0397000000000042,0.0434199999999912,0.285631220333333,0.256050414333334,0.200101339643237,0.0334558163384491
"D...13622",1000,0.2,"student_t","mixture2","quantile_1","t",0.06884,0.04128,0.0696600000000423,0.0402099999999849,1.52609986013333,0.309155297933333,1.44607700325176,0.0286033862813495
"D...13623",1000,0.2,"student_t","mixture2","quantile_4","gaussian",0.05751,0.02404,0.0571800000000053,0.0268699999999812,0.390226994533334,0.0815513869333333,0.853691354237433,0.02284594804688
"D...13624",1000,0.2,"student_t","mixture2","quantile_4","t",0.03832,0.04816,0.0369499999999979,0.0491299999999725,0.173550567433333,0.668538136433333,0.632153834038807,0.0292476008444469
"D...13625",1000,0.2,"student_t","mixture2","quantile_7","gaussian",0.04432,0.03007,0.0401400000000021,0.0281900000000088,0.344080606633333,0.198032549933333,0.845782956631049,0.0742649861154385
"D...13626",1000,0.2,"student_t","mixture2","quantile_7","t",0.0583,0.04466,0.0565700000000352,0.0402300000000147,1.07773181303333,0.299629522333334,0.925783746397733,0.0281759927652948
"D...13627",1000,0.2,"student_t","mixture2","quantile_8","gaussian",0.04751,0.06099,0.0521900000000039,0.0622700000000422,0.420987175233334,0.898157231933335,2.27771167255932,0.0516561624491302
"D...13628",1000,0.2,"student_t","mixture2","quantile_8","t",0.04608,0.02445,0.0421999999999944,0.0223899999999944,0.376111215333332,0.0754643237333333,0.397059673189425,0.0284516658128857
"D...13629",1000,0.2,"student_t","mixture2","poly","gaussian",0.08012,0.03648,0.0825799999999327,0.0342099999999842,1.35047047763333,0.234582968733333,0.161218264163037,0.00715192666029763
"D...13630",1000,0.2,"student_t","mixture2","poly","t",0.09128,0.04015,0.090240000000003,0.044570000000024,1.36493261553334,0.403457048833333,0.0560066381379567,0.00863361795702268
"D...13631",1000,0.2,"student_t","mixture2","akima","gaussian",0.02839,0.03105,0.0296100000000212,0.0315900000000147,0.105163329533333,0.218479690533333,0.825268500109926,0.0294556271458195
"D...13632",1000,0.2,"student_t","mixture2","akima","t",0.03065,0.0475599999999999,0.0294600000000252,0.0458399999999697,0.163950746433333,0.573146326333333,0.292432096771688,0.033537220490505
"D...13633",1000,0.2,"mixture1","normal","quantile_1","gaussian",0.03913,0.04632,0.0328299999999854,0.0462700000000295,0.443888370633333,0.446630150233334,0.0659353282807726,0.035940503957431
"D...13634",1000,0.2,"mixture1","normal","quantile_1","t",0.02067,0.03778,0.0231500000000167,0.0320199999999781,0.0811567816333334,0.246031790333333,0.0260954245053402,0.0367440025946879
"D...13635",1000,0.2,"mixture1","normal","quantile_4","gaussian",0.0423,0.05736,0.043600000000003,0.0558699999999213,0.287289339833333,1.14315641093333,0.0225308271320226,0.0132042839306238
"D...13636",1000,0.2,"mixture1","normal","quantile_4","t",0.03072,0.02188,0.0335799999999954,0.0199699999999784,0.130049196833333,0.0908760401333333,0.0265035492732902,0.0186522272846759
"D...13637",1000,0.2,"mixture1","normal","quantile_7","gaussian",0.0440700000000001,0.03203,0.0471199999999771,0.0308099999999761,0.409915052133333,0.257168735633333,0.0308946082075138,0.0211299612565146
"D...13638",1000,0.2,"mixture1","normal","quantile_7","t",0.04847,0.02506,0.0476100000000179,0.0254299999999904,0.433239325233333,0.0813035768333334,0.0272052868481603,0.0128250608109917
"D...13639",1000,0.2,"mixture1","normal","quantile_8","gaussian",0.0449,0.04017,0.044010000000005,0.0414700000000042,0.249528215433333,0.258445540633334,0.0143157813048509,0.0191155410975895
"D...13640",1000,0.2,"mixture1","normal","quantile_8","t",0.03761,0.03543,0.039230000000005,0.0332600000000133,0.261649226433333,0.305425208933334,0.0301249528855563,0.0192211203879209
"D...13641",1000,0.2,"mixture1","normal","poly","gaussian",0.02796,0.03734,0.0297000000000175,0.036900000000002,0.156759881833334,0.211430926833333,0.0094902017862315,0.00726782897902824
"D...13642",1000,0.2,"mixture1","normal","poly","t",0.05208,0.03661,0.0525700000000429,0.0379400000000059,0.487478998933333,0.240405467333333,0.00931822417179201,0.00663079499081387
"D...13643",1000,0.2,"mixture1","normal","akima","gaussian",0.05254,0.03637,0.0532300000000908,0.0383100000000012,0.778448816933333,0.320271971333333,0.0226088327434145,0.0238024967610669
"D...13644",1000,0.2,"mixture1","normal","akima","t",0.04824,0.02353,0.0501300000000345,0.0224599999999889,0.538363121233333,0.0617182561333333,0.0776399402365544,0.0560472634890362
"D...13645",1000,0.2,"mixture1","exponential","quantile_1","gaussian",0.05633,0.02567,0.0516699999999921,0.0241800000000125,0.581832512333333,0.0697051612333333,0.0179842291473085,0.0477717241724294
"D...13646",1000,0.2,"mixture1","exponential","quantile_1","t",0.04598,0.06181,0.0443300000000051,0.0621399999999475,0.403401478633333,0.713647979833334,0.0213318137759498,0.102709595557448
"D...13647",1000,0.2,"mixture1","exponential","quantile_4","gaussian",0.04288,0.04046,0.0423900000000141,0.039140000000008,0.444250940233333,0.339938594733333,0.019025133998471,0.0366901757467815
"D...13648",1000,0.2,"mixture1","exponential","quantile_4","t",0.04613,0.03583,0.0425699999999973,0.0361000000000102,0.547543447233333,0.157966102333333,0.0186056818500378,0.0664797274183402
"D...13649",1000,0.2,"mixture1","exponential","quantile_7","gaussian",0.03088,0.04001,0.0290900000000086,0.0375700000000137,0.114402391233333,0.420731271533334,0.0279316189740967,0.06125174161254
"D...13650",1000,0.2,"mixture1","exponential","quantile_7","t",0.02674,0.03535,0.0272399999999917,0.0357499999999958,0.0525668596333334,0.115363564033333,0.0274842293701626,0.0610847635593358
"D...13651",1000,0.2,"mixture1","exponential","quantile_8","gaussian",0.03376,0.04167,0.0325700000000271,0.0447699999999897,0.243380145033333,0.486489334733333,0.0201432921547319,0.0200533157999705
"D...13652",1000,0.2,"mixture1","exponential","quantile_8","t",0.0504699999999999,0.0544,0.0515300000000048,0.0513199999999834,0.432546658533334,0.388353905833334,0.0189150249056622,0.0560024244378374
"D...13653",1000,0.2,"mixture1","exponential","poly","gaussian",0.03466,0.04432,0.0333099999999867,0.0423300000000165,0.181727030033333,0.262298318533334,0.00809097208397073,0.0145913226074014
"D...13654",1000,0.2,"mixture1","exponential","poly","t",0.03679,0.02953,0.0380199999999846,0.0299599999999925,0.155706340833334,0.121213249333333,0.00957121416689141,0.00803018853430903
"D...13655",1000,0.2,"mixture1","exponential","akima","gaussian",0.02558,0.0313,0.0270000000000181,0.0301700000000075,0.0678402024333332,0.231124660433333,0.0229742271970279,0.0178037329929138
"D...13656",1000,0.2,"mixture1","exponential","akima","t",0.03746,0.03599,0.0397800000000169,0.0361400000000264,0.171004622033333,0.191608453733333,0.0294622914759269,0.0787367893033496
"D...13657",1000,0.2,"mixture1","uniform","quantile_1","gaussian",0.02628,0.03842,0.0292899999999952,0.0351599999999821,0.104170978033333,0.290992561733333,0.0263296141223887,0.00102227224893061
"D...13658",1000,0.2,"mixture1","uniform","quantile_1","t",0.03771,0.02644,0.0390300000000202,0.0255799999999898,0.194746589733333,0.0980677439333333,0.0269381780947386,0.000975337516190636
"D...13659",1000,0.2,"mixture1","uniform","quantile_4","gaussian",0.06383,0.03665,0.0664800000000085,0.0372900000000132,1.09833068543333,0.256538867033333,0.0262465092699668,0.000789151381545118
"D...13660",1000,0.2,"mixture1","uniform","quantile_4","t",0.05256,0.0249,0.0552400000001118,0.0240100000000133,1.02463251883333,0.106588385433333,0.018598705017371,0.000799790383110315
"D...13661",1000,0.2,"mixture1","uniform","quantile_7","gaussian",0.02968,0.04145,0.0298600000000238,0.044730000000008,0.120472461833333,0.334245828033333,0.0260637667897706,0.000971864867061998
"D...13662",1000,0.2,"mixture1","uniform","quantile_7","t",0.0321,0.0364399999999999,0.0294099999999893,0.0372999999999871,0.112246506733333,0.214977658733333,0.028400584868745,0.0010777390906301
"D...13663",1000,0.2,"mixture1","uniform","quantile_8","gaussian",0.03613,0.02261,0.0367799999999863,0.0251199999999811,0.157287294833333,0.0789569717333333,0.0257069992219752,0.000786991831152363
"D...13664",1000,0.2,"mixture1","uniform","quantile_8","t",0.03511,0.03563,0.0355600000000037,0.0325000000000211,0.263713934833334,0.153297204833333,0.0208643076590416,0.000859343885932553
"D...13665",1000,0.2,"mixture1","uniform","poly","gaussian",0.04798,0.03679,0.0496500000000249,0.0359100000000054,0.447373657233333,0.216564387333333,0.00896161241756703,0.000123814258006849
"D...13666",1000,0.2,"mixture1","uniform","poly","t",0.05551,0.03013,0.0578400000000347,0.029229999999979,0.599263463033334,0.363580068033333,0.0100843309484249,0.000154699063039658
"D...13667",1000,0.2,"mixture1","uniform","akima","gaussian",0.0408,0.04199,0.0403399999999939,0.0424299999999988,0.219782814533333,0.343512293433334,0.0948695868909491,0.000872735255232255
"D...13668",1000,0.2,"mixture1","uniform","akima","t",0.04276,0.04152,0.0458000000000103,0.0425700000000209,0.205624277933334,0.281743533433333,0.0252697925615783,0.000888866326562767
"D...13669",1000,0.2,"mixture1","log_normal","quantile_1","gaussian",0.03147,0.03585,0.0275299999999943,0.0370699999999984,0.216773572533333,0.256729585833333,0.0276463529339027,0.147413232888913
"D...13670",1000,0.2,"mixture1","log_normal","quantile_1","t",0.0454,0.0250900000000001,0.0443899999999757,0.0230899999999953,0.711336472233334,0.105708065233333,0.0275346769046991,0.198410944122294
"D...13671",1000,0.2,"mixture1","log_normal","quantile_4","gaussian",0.05754,0.05628,0.0573499999999965,0.0605299999999199,0.734970348733333,1.10510381583333,0.022203768260466,0.243470488888707
"D...13672",1000,0.2,"mixture1","log_normal","quantile_4","t",0.03398,0.02335,0.0329600000000039,0.025649999999984,0.174538606733333,0.0797812291333334,0.0178233040604706,0.234686464076973
"D...13673",1000,0.2,"mixture1","log_normal","quantile_7","gaussian",0.02838,0.03195,0.027149999999987,0.031849999999974,0.0932680442333334,0.160823703033333,0.035523944693194,0.151985998740894
"D...13674",1000,0.2,"mixture1","log_normal","quantile_7","t",0.03039,0.02908,0.0302700000000197,0.0290000000000118,0.171014543733333,0.0955099792333332,0.0243633737665898,0.382107277054931
"D...13675",1000,0.2,"mixture1","log_normal","quantile_8","gaussian",0.03291,0.02585,0.0342000000000163,0.0271200000000281,0.273183956533333,0.104940437533333,0.0204861454363821,0.223664430587128
"D...13676",1000,0.2,"mixture1","log_normal","quantile_8","t",0.05649,0.05376,0.0567699999999638,0.0571199999999886,0.919914108433332,0.393653331333332,0.0196039666196736,0.0606182700451354
"D...13677",1000,0.2,"mixture1","log_normal","poly","gaussian",0.05662,0.07967,0.0554599999999935,0.0784800000000115,0.477909071833334,0.864291218633333,0.010135550657332,0.0457374004888234
"D...13678",1000,0.2,"mixture1","log_normal","poly","t",0.06117,0.06545,0.059620000000005,0.0679499999999731,0.442168844233334,0.819590524533334,0.00931097257927871,0.0601752747946412
"D...13679",1000,0.2,"mixture1","log_normal","akima","gaussian",0.0408499999999999,0.05979,0.0403099999999787,0.0598000000000027,0.225553795533333,0.503628426833333,0.0274591259111475,0.167629992038099
"D...13680",1000,0.2,"mixture1","log_normal","akima","t",0.02989,0.02855,0.0288200000000113,0.02980999999999,0.126638885833333,0.189367857433333,0.0206622488308485,0.294714166815951
"D...13681",1000,0.2,"mixture1","beta","quantile_1","gaussian",0.0739,0.04034,0.0747400000000837,0.041579999999995,1.98677014883333,0.297758658233333,0.0318310346875981,0.00177831590408704
"D...13682",1000,0.2,"mixture1","beta","quantile_1","t",0.03215,0.07181,0.0327500000000245,0.0684999999999742,0.128061830233333,0.819776153233333,0.0211862872327665,0.0021063952419645
"D...13683",1000,0.2,"mixture1","beta","quantile_4","gaussian",0.04541,0.05926,0.0452099999999936,0.0590599999999871,0.534185148733333,0.496040447333333,0.0228855417319343,0.00160066309580506
"D...13684",1000,0.2,"mixture1","beta","quantile_4","t",0.04148,0.0409,0.0420599999999678,0.0405399999999989,0.513681582333333,0.426890435233334,0.0400532565085945,0.00158007244307497
"D...13685",1000,0.2,"mixture1","beta","quantile_7","gaussian",0.02824,0.02432,0.0287100000000298,0.0267600000000195,0.144842565133333,0.135545200733333,0.0215076744092005,0.00270977853044417
"D...13686",1000,0.2,"mixture1","beta","quantile_7","t",0.03185,0.03059,0.0341999999999966,0.0302599999999906,0.140440177033333,0.197883120833333,0.0191131308148796,0.00187408203028583
