"","n","target_corr_kendall","distribution_1","distribution_2","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
"D...154",100,-1,"exponential","beta","poly","t",0.0717,0.11847,0.0747399999999853,0.117809999999995,0.0685087939333333,0.333375956433333,0.00881326533040914,0.00136376625646025
"D...155",100,-1,"exponential","beta","akima","gaussian",0.17546,0.20406,0.173900000000055,0.204689999999942,0.736906758233333,1.07596977633333,0.015348248003165,0.000953727495194826
"D...156",100,-1,"exponential","beta","akima","t",0.06274,0.09429,0.0602999999999635,0.0938799999999957,0.0682894226333333,0.213013942033333,0.00747046772583661,0.00100330953626342
"D...157",100,-1,"exponential","student_t","quantile_1","gaussian",0.08974,0.0760099999999999,0.087940000000016,0.0791200000000759,0.215722119633333,0.135756861733333,0.0347341516575918,0.210676218345763
"D...158",100,-1,"exponential","student_t","quantile_1","t",0.18107,0.14013,0.178459999999813,0.140439999999935,0.825370718433333,0.619559003333333,0.0453364646846113,0.534846425931993
"D...159",100,-1,"exponential","student_t","quantile_4","gaussian",0.09522,0.12684,0.0957999999999864,0.125270000000016,0.163257862033333,0.218885804533333,0.0156419315479716,0.0506351646655293
"D...160",100,-1,"exponential","student_t","quantile_4","t",0.11551,0.18071,0.117030000000017,0.182519999999976,0.167110138433333,0.780417101533333,0.0290232775570078,0.0275188585178679
"D...161",100,-1,"exponential","student_t","quantile_7","gaussian",0.0975400000000001,0.12207,0.0998499999999782,0.123520000000009,0.169170591833333,0.335586900533333,0.0218041360107267,0.0684654089532324
"D...162",100,-1,"exponential","student_t","quantile_7","t",0.09033,0.08153,0.0905500000000131,0.0846000000000482,0.166344340633333,0.189755650033333,0.0117482451556676,0.219112586716736
"D...163",100,-1,"exponential","student_t","quantile_8","gaussian",0.13485,0.12836,0.138300000000006,0.129650000000098,0.324088132833333,0.495693444633333,0.00720162612251015,0.0395496660676265
"D...164",100,-1,"exponential","student_t","quantile_8","t",0.0813200000000001,0.06146,0.0749800000000028,0.0639199999999892,0.0762100217333333,0.0450418038333333,0.0279577191751333,0.0313608520647066
"D...165",100,-1,"exponential","student_t","poly","gaussian",0.15435,0.0810099999999999,0.15344000000001,0.0825399999999536,0.587504405033333,0.125349848533333,0.00869138795335006,0.0429600523644639
"D...166",100,-1,"exponential","student_t","poly","t",0.1119,0.07158,0.110329999999921,0.0746500000000621,0.308790612733333,0.0943982271333333,0.0107802529938381,0.0544175891741537
"D...167",100,-1,"exponential","student_t","akima","gaussian",0.12033,0.15918,0.121229999999955,0.157720000000013,0.317209521633333,0.668579709133334,0.00871155459563786,0.0571499859740476
"D...168",100,-1,"exponential","student_t","akima","t",0.1003,0.08439,0.102720000000021,0.0837699999999744,0.207105371233333,0.0895170576333333,0.0209004021640272,0.0877273286005002
"D...169",100,-1,"exponential","mixture1","quantile_1","gaussian",0.08528,0.11154,0.0838700000000087,0.112019999999991,0.113480386533333,0.318926538633333,0.0448423665880965,0.0483644172478088
"D...170",100,-1,"exponential","mixture1","quantile_1","t",0.10944,0.13117,0.107469999999971,0.131899999999992,0.236748650033333,0.258437411833333,0.100098777969634,0.0395433102089891
"D...171",100,-1,"exponential","mixture1","quantile_4","gaussian",0.11061,0.09731,0.110870000000035,0.0936499999999123,0.225956627833333,0.265063549233333,0.00733962789509224,0.0139398232399198
"D...172",100,-1,"exponential","mixture1","quantile_4","t",0.1047,0.11374,0.104750000000015,0.112180000000044,0.237715908033333,0.300895343433333,0.00747315646373364,0.013733744908883
"D...173",100,-1,"exponential","mixture1","quantile_7","gaussian",0.13741,0.10165,0.136499999999959,0.0989099999999721,0.440753423733333,0.208575383533333,0.0116981948810083,0.0127976231253408
"D...174",100,-1,"exponential","mixture1","quantile_7","t",0.10005,0.08083,0.0988400000000048,0.080969999999941,0.129724228433333,0.112848031433333,0.0127682154835171,0.0139615126509568
"D...175",100,-1,"exponential","mixture1","quantile_8","gaussian",0.09273,0.10344,0.0964299999999904,0.104400000000046,0.156980928233333,0.127123967233333,0.0119652139918944,0.0148464764712211
"D...176",100,-1,"exponential","mixture1","quantile_8","t",0.14615,0.16895,0.144500000000004,0.171730000000085,0.435122496333333,0.661037025333333,0.0149770429104518,0.0133804620691662
"D...177",100,-1,"exponential","mixture1","poly","gaussian",0.10495,0.18762,0.10556999999998,0.191089999999976,0.258290389433333,0.975108378233334,0.00625688868773576,0.00798745294092873
"D...178",100,-1,"exponential","mixture1","poly","t",0.0887,0.10583,0.0902999999999917,0.109600000000072,0.175131179133333,0.199977420333333,0.00613414558138932,0.0107312704862336
"D...179",100,-1,"exponential","mixture1","akima","gaussian",0.07804,0.11575,0.0840400000000361,0.11719999999996,0.0942427157333333,0.248258839733333,0.0207153365923262,0.0290089979575853
"D...180",100,-1,"exponential","mixture1","akima","t",0.13262,0.12631,0.13061999999997,0.127690000000021,0.587395171833333,0.305379570533333,0.0107094746190708,0.0236947148961782
"D...181",100,-1,"exponential","mixture2","quantile_1","gaussian",0.1475,0.17395,0.147570000000015,0.170160000000007,0.710893412233334,0.972195968133334,0.0269690133313772,0.0283753867399241
"D...182",100,-1,"exponential","mixture2","quantile_1","t",0.14401,0.12627,0.142850000000061,0.130229999999989,0.390574493233333,0.271738305233333,0.0578544298140694,0.0399466259292903
"D...183",100,-1,"exponential","mixture2","quantile_4","gaussian",0.06584,0.11122,0.0680300000000707,0.118160000000024,0.0933625707333334,0.303344154133333,0.00776901156750063,0.00754335255394794
"D...184",100,-1,"exponential","mixture2","quantile_4","t",0.0789599999999999,0.11991,0.0800299999999853,0.118880000000064,0.0884548199333333,0.283936934133334,0.0169525220025643,0.0164054812069453
"D...185",100,-1,"exponential","mixture2","quantile_7","gaussian",0.16192,0.18505,0.164229999999999,0.187030000000014,0.778613644033333,0.854073454433333,0.0548957743587382,0.0119073638931802
"D...186",100,-1,"exponential","mixture2","quantile_7","t",0.10806,0.1585,0.105829999999993,0.159180000000039,0.270469248433333,0.514333293333333,0.0134300344859101,0.00585108815684263
"D...187",100,-1,"exponential","mixture2","quantile_8","gaussian",0.11693,0.07582,0.115940000000048,0.0774099999999149,0.347495408433334,0.116295774533333,0.0365627872791202,0.0186024459778414
"D...188",100,-1,"exponential","mixture2","quantile_8","t",0.18458,0.19965,0.186509999999978,0.198559999999843,0.750189026433333,0.805748561533333,0.00738651021705111,0.010643502413677
"D...189",100,-1,"exponential","mixture2","poly","gaussian",0.07726,0.07145,0.0776899999999559,0.0712699999999968,0.152621357233333,0.0450281930333333,0.0146315408477383,0.00978663279937272
"D...190",100,-1,"exponential","mixture2","poly","t",0.08816,0.11833,0.089570000000009,0.115810000000009,0.153608224633333,0.231696819233333,0.00702379051936438,0.00382881317343091
"D...191",100,-1,"exponential","mixture2","akima","gaussian",0.15319,0.09534,0.153380000000008,0.0950899999999964,0.482144924133333,0.135299071733333,0.0434122898221706,0.0165966779384755
"D...192",100,-1,"exponential","mixture2","akima","t",0.1319,0.15341,0.132940000000056,0.153219999999945,0.428047845433333,0.444186856133333,0.0126946803698786,0.00933972834198368
"D...193",100,-1,"uniform","normal","quantile_1","gaussian",0.24762,0.19419,0.247620000000173,0.193189999999993,1.60737997673333,1.05016073493333,0.00487090286134276,0.0255659838246661
"D...194",100,-1,"uniform","normal","quantile_1","t",0.16284,0.13316,0.160419999999997,0.128689999999943,0.502076860833334,0.432532800933333,0.00401694215550638,0.0300933601784058
"D...195",100,-1,"uniform","normal","quantile_4","gaussian",0.06986,0.11834,0.0691400000000064,0.119539999999979,0.0888781786333334,0.183831164033333,0.000951610487443943,0.00472729689429534
"D...196",100,-1,"uniform","normal","quantile_4","t",0.11217,0.09788,0.109340000000033,0.100429999999982,0.250992359133333,0.262415479533333,0.000982097901985083,0.0105902073474189
"D...197",100,-1,"uniform","normal","quantile_7","gaussian",0.12871,0.10615,0.128229999999894,0.104009999999991,0.583924097333333,0.308385597433333,0.000934146012415473,0.0110951053636658
"D...198",100,-1,"uniform","normal","quantile_7","t",0.09763,0.08519,0.0959000000000414,0.0854300000000727,0.165589410033333,0.161284130433333,0.001015704964958,0.0119427116373758
"D...199",100,-1,"uniform","normal","quantile_8","gaussian",0.07058,0.10791,0.0702700000000322,0.106590000000013,0.0887089205333333,0.194752578133333,0.000874139936027524,0.0140306848954124
"D...200",100,-1,"uniform","normal","quantile_8","t",0.0991599999999999,0.15847,0.101160000000007,0.156669999999994,0.257583192333333,0.790973118433334,0.000886385748574661,0.00536823208502685
"D...201",100,-1,"uniform","normal","poly","gaussian",0.13651,0.08284,0.134780000000021,0.0838399999999948,0.580664151133333,0.156412506433333,0.000319614935630207,0.00311783558679833
"D...202",100,-1,"uniform","normal","poly","t",0.15917,0.1758,0.158740000000001,0.176059999999947,0.473995965833333,0.428044423233333,0.000438799466816866,0.0100491573499501
"D...203",100,-1,"uniform","normal","akima","gaussian",0.08505,0.12717,0.0844199999999546,0.12424,0.139151678733333,0.207281411033333,0.001045289401548,0.0196212614076314
"D...204",100,-1,"uniform","normal","akima","t",0.17756,0.13977,0.174140000000012,0.139809999999957,1.14005225433333,0.639057684733333,0.000950536880121089,0.0258177663136194
"D...205",100,-1,"uniform","exponential","quantile_1","gaussian",0.16993,0.11419,0.167610000000002,0.115119999999986,0.412639692333333,0.160182443133333,0.00434472297848292,0.0358782123223949
"D...206",100,-1,"uniform","exponential","quantile_1","t",0.12527,0.11685,0.126139999999959,0.116160000000002,0.245550077133333,0.236980267333333,0.00426574435837026,0.0276788422675237
"D...207",100,-1,"uniform","exponential","quantile_4","gaussian",0.1269,0.12691,0.126260000000011,0.126830000000009,0.270605931733333,0.325189804333333,0.000792745540941295,0.0119484685002959
"D...208",100,-1,"uniform","exponential","quantile_4","t",0.13915,0.06204,0.140999999999993,0.0611499999999642,0.254867200433333,0.0674375539333333,0.00103506765914231,0.0156855109499935
"D...209",100,-1,"uniform","exponential","quantile_7","gaussian",0.15774,0.09765,0.157539999999985,0.0949300000000484,0.318146476733333,0.156949604233333,0.000910063464396045,0.00924752661409663
"D...210",100,-1,"uniform","exponential","quantile_7","t",0.08804,0.07943,0.0838000000000239,0.0801299999999335,0.131000064133333,0.0964386072333333,0.000914681576130357,0.0219445366511588
"D...211",100,-1,"uniform","exponential","quantile_8","gaussian",0.16003,0.12055,0.1588999999999,0.122199999999938,0.963162939433333,0.289789488333333,0.000951474427464776,0.0102527860677794
"D...212",100,-1,"uniform","exponential","quantile_8","t",0.14729,0.0804,0.147170000000022,0.0814700000000134,0.353658623233333,0.199748000233333,0.000984588635318248,0.0208361560941164
"D...213",100,-1,"uniform","exponential","poly","gaussian",0.13207,0.0832999999999999,0.134310000000032,0.0815000000000848,0.478916937033333,0.124182720133333,0.000265508513193739,0.0171338305614908
"D...214",100,-1,"uniform","exponential","poly","t",0.04469,0.0876100000000001,0.0436099999999998,0.0865100000000585,0.0419187558333333,0.170593757533333,0.000261258204140012,0.0119402447777843
"D...215",100,-1,"uniform","exponential","akima","gaussian",0.13012,0.13637,0.125830000000032,0.136279999999926,0.463793264433333,0.568159335933333,0.000855621531459046,0.0311016842195923
"D...216",100,-1,"uniform","exponential","akima","t",0.07457,0.14345,0.0760399999999695,0.14200000000008,0.0973362689333334,0.593893857633333,0.00105303687159656,0.0331873301902962
"D...217",100,-1,"uniform","uniform","quantile_1","gaussian",0.14112,0.08337,0.140449999999996,0.0821100000000366,0.581260183133333,0.113668523733333,0.00409233838708147,0.00432846993581684
"D...218",100,-1,"uniform","uniform","quantile_1","t",0.23286,0.22309,0.233700000000174,0.222569999999754,1.96926099133333,1.57676622003333,0.00429199309890498,0.00413147746618837
"D...219",100,-1,"uniform","uniform","quantile_4","gaussian",0.1509,0.11313,0.15207999999997,0.115290000000002,0.375762596433333,0.164059896133333,0.00119287236997324,0.000955146792302142
"D...220",100,-1,"uniform","uniform","quantile_4","t",0.1212,0.0992,0.121230000000001,0.0997000000000196,0.291817115133333,0.172444057133333,0.00100588113564005,0.000938744170985478
"D...221",100,-1,"uniform","uniform","quantile_7","gaussian",0.07501,0.1115,0.0749800000000042,0.109699999999979,0.0848537821333334,0.135921042933333,0.0010546707688946,0.000978192978947642
"D...222",100,-1,"uniform","uniform","quantile_7","t",0.13385,0.12592,0.131109999999991,0.121510000000063,0.336211760133333,0.277192136833333,0.00104695397469075,0.000861879149499279
"D...223",100,-1,"uniform","uniform","quantile_8","gaussian",0.18781,0.14307,0.186750000000051,0.144010000000098,1.30839389313333,0.547583827033334,0.000905788880394737,0.000895477631740312
"D...224",100,-1,"uniform","uniform","quantile_8","t",0.0719799999999999,0.10625,0.0746900000000082,0.101469999999999,0.0692978637333333,0.245477518333333,0.000897088574158841,0.000833865836998056
"D...225",100,-1,"uniform","uniform","poly","gaussian",0.11467,0.07951,0.114800000000025,0.0771300000000508,0.333449010933333,0.169629887133333,0.000356905280659371,0.000421431619494668
"D...226",100,-1,"uniform","uniform","poly","t",0.09145,0.04898,0.096370000000013,0.0491100000000123,0.203200211133333,0.0526045548333333,0.00026357779791841,0.000206694341191771
"D...227",100,-1,"uniform","uniform","akima","gaussian",0.10305,0.15271,0.102279999999964,0.149889999999975,0.128283718433333,0.457531740833333,0.00078001107756544,0.00102993984049541
"D...228",100,-1,"uniform","uniform","akima","t",0.14744,0.09441,0.146739999999967,0.0951699999999664,0.409690266733333,0.258670438333333,0.00131630280695437,0.00105457578679061
"D...229",100,-1,"uniform","log_normal","quantile_1","gaussian",0.12584,0.11823,0.12893000000008,0.117080000000013,0.525041218333333,0.235350015333333,0.00467393538667439,0.24048758298999
"D...230",100,-1,"uniform","log_normal","quantile_1","t",0.14728,0.11163,0.148740000000019,0.110879999999973,0.384852856033334,0.208104134133333,0.00418632865092293,0.119317583861224
"D...231",100,-1,"uniform","log_normal","quantile_4","gaussian",0.08633,0.08221,0.0848900000000252,0.0828600000000003,0.124132506933333,0.159257373433333,0.000931070656153609,0.0607579925038427
"D...232",100,-1,"uniform","log_normal","quantile_4","t",0.06636,0.10068,0.0647100000000342,0.102479999999991,0.0704294381333333,0.238203325133334,0.000894178165990785,0.0690811803706378
"D...233",100,-1,"uniform","log_normal","quantile_7","gaussian",0.06225,0.12307,0.0615700000000126,0.12103000000001,0.0609017891333333,0.384289043333333,0.000959923991487355,0.0299961030533138
"D...234",100,-1,"uniform","log_normal","quantile_7","t",0.16233,0.08582,0.163889999999993,0.0851600000000685,1.00662401693333,0.156347692933333,0.000857652025709439,0.130488417124545
"D...235",100,-1,"uniform","log_normal","quantile_8","gaussian",0.09969,0.16939,0.0978600000000001,0.169580000000056,0.126664421733333,0.739845947533333,0.000902649676174668,0.0338887017811814
"D...236",100,-1,"uniform","log_normal","quantile_8","t",0.2132,0.1065,0.21433999999991,0.109530000000002,1.63790550443333,0.198624657533333,0.00100334669330836,0.0436134965719996
"D...237",100,-1,"uniform","log_normal","poly","gaussian",0.14189,0.19922,0.142589999999993,0.198929999999985,0.315680916333333,0.623543537133333,0.000320431899056705,0.0290597829165062
"D...238",100,-1,"uniform","log_normal","poly","t",0.1025,0.07972,0.102190000000008,0.0798099999999914,0.206624732233333,0.105594219533333,0.000255572742928699,0.0329487117408478
"D...239",100,-1,"uniform","log_normal","akima","gaussian",0.10752,0.14658,0.108900000000025,0.142960000000001,0.185268892733333,0.534915284733333,0.000892251409654219,0.071199481003662
"D...240",100,-1,"uniform","log_normal","akima","t",0.11214,0.09316,0.113730000000023,0.0966699999999672,0.228630463333333,0.141732072733333,0.00105667421305707,0.014910108812272
"D...241",100,-1,"uniform","beta","quantile_1","gaussian",0.13891,0.10576,0.138630000000011,0.105349999999976,0.517577329233333,0.120052818233333,0.0043139901589833,0.00694336200533469
"D...242",100,-1,"uniform","beta","quantile_1","t",0.12029,0.12662,0.121300000000006,0.124030000000038,0.233436155633333,0.447312204333333,0.0042236855638256,0.00294619788924444
