"","target_corr_kendall","dataset","inv_cdf_type","s1","s2","tv1","tv2"
"1283",0.8,"swiss_df","quantile_7",0.0987180611417934,0.104422232558035,0.191489361702128,0.148936170212766
"1284",0.8,"rock_df","quantile_7",17.5426311135902,9.81371515957713,0.145833333333333,0.229166666666667
"1285",0.8,"USArrests_df","quantile_7",0.0217844213187505,0.495325747500838,0.16,0.12
"1286",0.8,"iris_df","quantile_7",0.00770045007511732,0.00579117632882518,0.06,0.0933333333333333
"1287",0.8,"airquality_df","quantile_7",0.422743797196491,0.0409802985091379,0.117117117117117,0.0720720720720721
"1288",0.8,"faithful_df","quantile_7",0.00739412884694741,0.120573751110081,0.099264705882353,0.102941176470588
"1289",0.8,"ChickWeight_df","quantile_7",1.06132063591273,0.136844033718178,0.0311418685121108,0.0276816608996541
"1290",0.8,"diamonds_df","quantile_7",0.0476976012994696,32.4655726825417,0.0115999999999999,0.0142
"1291",0.8,"trees_df","quantile_8",0.0174451321622044,0.0380090424301432,0.225806451612903,0.258064516129032
"1292",0.8,"mtcars_df","quantile_8",0.0356896782102232,0.510161064984036,0.15625,0.25
"1293",0.8,"swiss_df","quantile_8",0.100447051177561,0.112610284740529,0.170212765957447,0.170212765957447
"1294",0.8,"rock_df","quantile_8",17.1669305925075,8.47460537007294,0.125,0.145833333333333
"1295",0.8,"USArrests_df","quantile_8",0.0216229660942139,0.464661339244442,0.1,0.16
"1296",0.8,"iris_df","quantile_8",0.00782921210023376,0.0061079419358685,0.0666666666666667,0.0733333333333334
"1297",0.8,"airquality_df","quantile_8",0.585104179611314,0.0354887554504929,0.135135135135135,0.117117117117117
"1298",0.8,"faithful_df","quantile_8",0.0105179804911463,0.11297878525217,0.0625,0.0551470588235294
"1299",0.8,"ChickWeight_df","quantile_8",0.93543681919769,0.135342642845372,0.0449826989619377,0.0674740484429066
"1300",0.8,"diamonds_df","quantile_8",0.0359424524826613,32.6946444885964,0.0142,0.0178
"1301",0.8,"trees_df","linear",0.0204566832326185,0.028768337374412,0.258064516129032,0.0967741935483871
"1302",0.8,"mtcars_df","linear",0.0252119059947043,0.404228783010151,0.21875,0.15625
"1303",0.8,"swiss_df","linear",0.0941480820537208,0.0679716115669771,0.127659574468085,0.127659574468085
"1304",0.8,"rock_df","linear",14.954992543334,5.88093102333679,0.125,0.145833333333333
"1305",0.8,"USArrests_df","linear",0.0188001202541517,0.326868671125695,0.24,0.1
"1306",0.8,"iris_df","linear",0.00423417650313905,0.00311400963134586,0.0733333333333333,0.153333333333333
"1307",0.8,"airquality_df","linear",0.499346429005438,0.0309569929255204,0.207207207207207,0.207207207207207
"1308",0.8,"faithful_df","linear",0.00535982837715959,0.0620676595941966,0.0955882352941177,0.0698529411764706
"1309",0.8,"ChickWeight_df","linear",0.996946593790981,0.0065199735967235,0.0536332179930796,0.0778546712802768
"1310",0.8,"diamonds_df","linear",0.0287955321193258,31.9450376681488,0.0396,0.0138
"1311",0.8,"trees_df","poly",0.908815866477148,0.031011311958335,0.129032258064516,0.129032258064516
"1312",0.8,"mtcars_df","poly",1.11434694518253,0.589325511908373,0.21875,0.28125
"1313",0.8,"swiss_df","poly",0.0804615214916704,0.0859598039318104,0.148936170212766,0.148936170212766
"1314",0.8,"rock_df","poly",17.2828265342979,3.64393740850148,0.145833333333333,0.25
"1315",0.8,"USArrests_df","poly",0.0170753212406833,0.589008738976887,0.12,0.12
"1316",0.8,"iris_df","poly",0.00231365068440935,0.00282783349288435,0.0800000000000001,0.193333333333333
